CTPRVN_NM,SGG_NM,EMD_NM,EMD_CD,X,Y,TOT,BDG_AGE
부산광역시,강서구,송정동,26440109,14344434.79,4176352.39,1,26.10953011
부산광역시,강서구,신호동,26440117,14346532.37,4176012.481,1,14.284041
부산광역시,연제구,연산동,26470102,14371833.91,4189134.36,3,37.10172379
부산광역시,수영구,민락동,26500103,14374243.73,4185536,1,34.0414604
부산광역시,사상구,학장동,26530107,14358973.45,4182610.273,1,29.75927487
부산광역시,기장군,기장읍,26710250,14383083.74,4195634.845,1,27.41528306
부산광역시,기장군,정관읍,26710256,14380020.03,4209636.781,1,18.15583174
대구광역시,중구,동문동,27110120,14315511.7,4283013.439,1,48.43617021
대구광역시,중구,대신동,27110154,14313253.62,4282204.042,1,47.47222222
대구광역시,동구,신암동,27140101,14318372.91,4284725.549,1,38.73657928
대구광역시,서구,내당동,27170101,14311198.46,4281610.657,1,36.62819815
대구광역시,서구,중리동,27170105,14308999.39,4281858.031,1,34.2975265
대구광역시,남구,대명동,27200103,14312979.24,4278360.523,1,35.7694332
대구광역시,북구,노원동3가,27230109,14311863.14,4286141.316,1,29.91029607
대구광역시,북구,대현동,27230110,14316299.73,4284533.862,1,37.54514727
대구광역시,북구,산격동,27230111,14316265.08,4286963.181,1,36.08773368
대구광역시,북구,매천동,27230127,14309653.62,4287533.115,1,28.72967033
대구광역시,수성구,수성동3가,27260105,14317814.09,4280706.933,1,38.30887372
대구광역시,달서구,신당동,27290107,14303716.9,4280916.288,1,25.51911049
대구광역시,달서구,대천동,27290119,14303838.44,4276518.781,1,25.0929368
대구광역시,달성군,다사읍,27710256,14304466.18,4283698.48,1,24.64100486
인천광역시,중구,운서동,28110147,14076451.84,4504755.507,1,13.36448598
인천광역시,미추홀구,도화동,28177104,14100181.16,4504903.154,1,33.86382645
인천광역시,연수구,동춘동,28185105,14100086.53,4495782.551,1,28.68551237
인천광역시,연수구,송도동,28185106,14096862.99,4492739.475,1,16.17578773
인천광역시,남동구,간석동,28200102,14104627.92,4503785.751,1,32.2011757
인천광역시,남동구,장수동,28200104,14110923,4503266.528,1,19.82819383
인천광역시,부평구,부평동,28237101,14106781.45,4507518.756,2,28.88921968
인천광역시,부평구,산곡동,28237103,14104446.75,4509038.416,1,34.38936669
인천광역시,부평구,청천동,28237104,14105577.75,4511101.055,1,28.86420284
인천광역시,부평구,삼산동,28237105,14108387.66,4511174.231,1,24.22583732
인천광역시,계양구,작전동,28245103,14107495.71,4513211.45,1,30.38424821
인천광역시,서구,심곡동,28260107,14101952.42,4514858.3,1,24.04428904
인천광역시,서구,석남동,28260110,14101574.94,4509891.476,1,32.01818182
인천광역시,서구,가좌동,28260112,14101241.57,4507609.039,2,28.84926248
인천광역시,강화군,길상면,28710330,14081708.94,4526959.881,2,25.77129338
인천광역시,강화군,삼산면,28710410,14065394.84,4533623.327,1,36.30461538
인천광역시,옹진군,영흥면,28720360,14075999.02,4474188.119,1,21.95839452
광주광역시,서구,농성동,29140106,14125175.35,4184933.056,1,40.07769007
광주광역시,서구,쌍촌동,29140118,14122276.89,4184554.223,1,29.73541342
광주광역시,북구,임동,29170105,14125733.68,4186155.791,1,41.09399773
광주광역시,광산구,소촌동,29200108,14114841.74,4184558.112,1,28.66008969
대전광역시,동구,용전동,30110115,14185943.34,4349487.031,1,28.15699659
대전광역시,중구,대사동,30140110,14184555.85,4343438.142,1,40.44980315
대전광역시,중구,산성동,30140117,14181040.78,4343045.415,1,35.08695652
대전광역시,서구,도마동,30170103,14179068.33,4344562.105,1,37.25904678
대전광역시,서구,가수원동,30170114,14176729.44,4342355.661,1,33.6990172
대전광역시,유성구,봉명동,30200111,14176099.97,4349384.534,1,23.66179337
대전광역시,유성구,장동,30200128,14177731.08,4355323.532,1,24.00653595
대전광역시,유성구,외삼동,30200138,14172088.49,4356423.962,1,38.85795455
대전광역시,유성구,전민동,30200141,14183013.85,4356209.604,1,24.14979757
대전광역시,대덕구,대화동,30230102,14182861.93,4351557.095,1,33.46763042
대전광역시,대덕구,신일동,30230114,14182866.24,4360764.651,1,24.94292237
울산광역시,남구,무거동,31140101,14388163.46,4237568.524,1,27.39647091
울산광역시,남구,달동,31140105,14396598.49,4237134.551,1,25.03333333
울산광역시,남구,선암동,31140109,14395583.06,4234068.303,1,34.45420561
울산광역시,남구,상개동,31140110,14395677.77,4232239.869,1,31.39325843
울산광역시,남구,고사동,31140112,14400268.22,4232141.129,1,24.83333333
울산광역시,남구,용연동,31140115,14400581.34,4229408.353,1,24.61764706
울산광역시,동구,방어동,31170101,14406142.32,4229686.1,1,24.86822959
울산광역시,북구,무룡동,31200111,14406382.5,4247737.588,1,34.64444444
울산광역시,울주군,온산읍,31710250,14397026.05,4222563.875,1,22.86480496
울산광역시,울주군,서생면,31710310,14395179.56,4213967.501,1,27.58538993
세종특별자치시,세종특별자치시,조치원읍,36110250,14169041.74,4385566.372,1,34.87602366
세종특별자치시,세종특별자치시,부강면,36110330,14179761.55,4372956.668,1,34.12431353
세종특별자치시,세종특별자치시,금남면,36110340,14174087.18,4364977.964,1,37.88402483
경기도,수원시 장안구,송죽동,41111135,14137698.39,4481315.193,1,30.68867217
경기도,수원시 권선구,세류동,41113126,14138673.26,4475028.738,1,33.77946854
경기도,수원시 권선구,탑동,41113133,14134680.4,4476292.542,1,23.34911717
경기도,수원시 팔달구,화서동,41115138,14136881.64,4478493.079,1,32.38866755
경기도,수원시 팔달구,인계동,41115141,14140866.52,4476840.862,1,30.59188275
경기도,성남시 수정구,태평동,41131102,14151411.35,4501339.254,1,34.20071932
경기도,성남시 수정구,산성동,41131105,14154578.9,4502923.096,1,34.18722944
경기도,성남시 중원구,성남동,41133101,14151546.18,4498983.913,1,31.54192229
경기도,성남시 중원구,은행동,41133104,14156976.71,4503452.56,1,30.55509965
경기도,성남시 중원구,하대원동,41133109,14153816.57,4498954.712,1,31.27953216
경기도,성남시 분당구,이매동,41135106,14152495.44,4494349.591,1,25.7568
경기도,성남시 분당구,삼평동,41135109,14149419.28,4495185.598,1,13.57039711
경기도,의정부시,신곡동,41150104,14144183.11,4542343.985,1,32.67826087
경기도,의정부시,금오동,41150109,14143959.52,4544730.259,1,33.87029931
경기도,안양시 동안구,호계동,41173104,14132507.75,4491930.524,1,29.88299384
경기도,부천시,원미동,41190101,14114532.73,4508273.674,1,33.9534293
경기도,부천시,상동,41190109,14109475.14,4509234.637,1,25.81656805
경기도,부천시,범박동,41190112,14116311.37,4505049.846,1,14.61463415
경기도,평택시,칠괴동,41220104,14147648.77,4443384.74,1,20.91517857
경기도,평택시,평택동,41220113,14147131.19,4437865.621,1,32.22066738
경기도,평택시,포승읍,41220256,14121787.19,4435421.019,1,19.17335766
경기도,동두천시,생연동,41250103,14144458.91,4565980.197,1,39.43694302
경기도,동두천시,동두천동,41250107,14143767.46,4570040.092,1,27.44087256
경기도,안산시 상록구,사동,41271103,14119480.45,4479698.25,1,21.61092328
경기도,안산시 상록구,본오동,41271104,14122986.65,4479890.003,1,22.76976977
경기도,안산시 단원구,고잔동,41273101,14118813.93,4483632.706,1,24.4355285
경기도,안산시 단원구,원시동,41273105,14114153.74,4482336.068,1,26.70904926
경기도,안산시 단원구,대부동동,41273110,14094335.87,4474678.175,1,27.21871049
경기도,고양시 덕양구,도내동,41281105,14122231.09,4526637.758,1,15.45585586
경기도,고양시 덕양구,성사동,41281106,14120645.88,4530187.244,1,25.83883884
경기도,고양시 일산동구,장항동,41285104,14110791.5,4529738.862,1,23.8935611
경기도,고양시 일산동구,설문동,41285111,14115887.85,4539966.244,1,17.06241033
경기도,고양시 일산동구,성석동,41285113,14114916.39,4537388.575,1,18.48205994
경기도,고양시 일산서구,가좌동,41287106,14106457.68,4535885.676,1,20.56581298
경기도,과천시,주암동,41290106,14140358.57,4501949.782,1,22.38
경기도,남양주시,진접읍,41360253,14156594.02,4539114.351,3,23.33053121
경기도,남양주시,화도읍,41360256,14173136.88,4528507.411,1,25.10877863
경기도,남양주시,오남읍,41360262,14165650.73,4536199.589,1,21.78027867
경기도,남양주시,퇴계원면,41360370,14153517.82,4530592.896,1,45
경기도,오산시,원동,41370103,14147126.71,4458719.663,1,32.04628099
경기도,시흥시,정왕동,41390132,14106616.47,4487308.609,3,22.92671682
경기도,군포시,당동,41410101,14131028.11,4487791.008,1,30.78693624
경기도,하남시,감일동,41450114,14153997.85,4510322.645,1,24.84134615
경기도,용인시 처인구,김량장동,41461101,14160132.33,4471957.171,1,35.82811101
경기도,용인시 처인구,포곡읍,41461250,14161794.43,4479675.301,1,26.49702499
경기도,파주시,광탄면,41480350,14124650.68,4547356.246,1,20.5768018
경기도,이천시,부발읍,41500253,14193404.09,4477071.947,1,20.25461361
경기도,이천시,율면,41500380,14198369.11,4449685.292,1,21.05132318
경기도,안성시,대덕면,41550350,14164125.78,4443914.564,1,24.5413324
경기도,안성시,원곡면,41550380,14153957.78,4446908.495,1,21.13636364
경기도,김포시,장기동,41570104,14100906.85,4529162.914,1,16.65679677
경기도,화성시,향남읍,41590259,14130771.38,4456440.49,2,24.00105615
경기도,화성시,남양읍,41590262,14117739.16,4468171.237,1,26.50500653
경기도,광주시,경안동,41610101,14165931.03,4496682.196,1,29.13894456
경기도,광주시,태전동,41610110,14160839.59,4494165.541,1,17.39289145
경기도,광주시,초월읍,41610253,14172212.98,4494572.728,2,17.29286032
경기도,광주시,곤지암읍,41610259,14179227.07,4489861.606,1,21.38802589
경기도,포천시,내촌면,41650320,14163509.04,4549031.261,1,19.15261727
경기도,포천시,이동면,41650380,14183473.22,4586487.461,1,31.50688182
경기도,여주시,천송동,41670120,14211216.26,4481588.001,1,23.80322581
경기도,여주시,가남읍,41670250,14198847.44,4469790.47,1,21.48628614
경기도,가평군,가평읍,41820250,14191847.25,4555279.614,1,22.94461014
경기도,가평군,북면,41820350,14192587.45,4571595.745,1,19.17980198
강원도,춘천시,후평동,42110120,14221855.85,4561779.766,2,0
강원도,춘천시,퇴계동,42110123,14219167.43,4558939.746,1,0
강원도,춘천시,신북읍,42110250,14224436.4,4575108.712,1,0
강원도,춘천시,동면,42110310,14232245.59,4563589.129,1,0
강원도,강릉시,두산동,42150127,14351826.66,4546036.457,1,0
강원도,강릉시,병산동,42150129,14354060.34,4545541.43,1,0
강원도,강릉시,주문진읍,42150250,14337158.32,4563421.884,1,0
강원도,동해시,용정동,42170104,14373567.35,4509995.103,1,0
강원도,태백시,황지동,42190101,14353043.41,4462885.232,3,0
강원도,삼척시,남양동,42230120,14378428.93,4499632.12,1,0
강원도,삼척시,근덕면,42230310,14386609.18,4483614.58,1,0
강원도,홍천군,두촌면,42720320,14252461.37,4561230.975,1,0
강원도,영월군,영월읍,42750250,14305758.72,4467296.017,1,0
강원도,평창군,진부면,42760360,14311581.27,4527696.951,1,0
강원도,철원군,갈말읍,42780256,14174324.68,4606130.944,1,0
강원도,철원군,동송읍,42780259,14171314.76,4619726.734,1,0
강원도,인제군,인제읍,42810250,14276512.84,4588756.26,1,0
강원도,양양군,양양읍,42830250,14315765.81,4592380.365,1,0
강원도,양양군,손양면,42830320,14321542.4,4586146.039,1,0
충청북도,청주시 서원구,사직동,43112101,14190593.91,4388587.299,1,41.19077307
충청북도,청주시 서원구,모충동,43112103,14191155.09,4387017.364,1,35.39621792
충청북도,청주시 흥덕구,외북동,43113136,14185659.22,4391392.157,1,11.7
충청북도,청주시 청원구,오창읍,43114253,14183679.14,4401449.747,5,8.161626177
충청북도,충주시,교현동,43130105,14241282.41,4436170.313,1,37.61139241
충청북도,충주시,용산동,43130106,14242186.36,4434039.065,1,35.875
충청북도,충주시,칠금동,43130116,14238607.74,4436813.506,1,25.70792079
충청북도,충주시,목행동,43130119,14240716.68,4440392.973,1,33.92551893
충청북도,충주시,문화동,43130127,14240245.02,4434871.061,1,39.28891202
충청북도,충주시,금가면,43130390,14237213.86,4443084.201,1,32.6066803
충청북도,충주시,동량면,43130400,14253923.52,4439440.334,1,32.47114592
충청북도,제천시,서부동,43150102,14271463.72,4458225.784,1,39.27547771
충청북도,제천시,청전동,43150113,14272190.17,4460087.606,1,31.48742004
충청북도,영동군,영동읍,43740250,14227510.6,4324883.477,1,24.81291759
충청북도,진천군,문백면,43750330,14187783.79,4411258.381,1,31.29557668
충청남도,천안시 서북구,신당동,44133110,14155253.95,4419057.9,1,25.367713
충청남도,천안시 서북구,성환읍,44133250,14151873.96,4429675.756,1,30.56390977
충청남도,천안시 서북구,성거읍,44133253,14159300.32,4421537.938,1,26.07564003
충청남도,천안시 서북구,직산읍,44133256,14155839.04,4424445.42,1,26.83514031
충청남도,아산시,음봉면,44200350,14137987.55,4418247.665,2,29.04324324
충청남도,아산시,영인면,44200370,14133410.84,4423129.297,1,32.290548
충청남도,아산시,도고면,44200400,14128864.77,4402452.707,1,36.64480874
충청남도,아산시,신창면,44200410,14127118.44,4412069.138,1,30.46419327
충청남도,서산시,대산읍,44210250,14076266.06,4433276.71,1,29.02865916
충청남도,당진시,대덕동,44270107,14098089.48,4421785.758,1,16.17792422
충청남도,당진시,송악읍,44270253,14112229.11,4430614.37,1,21.84858896
충청남도,금산군,제원면,44710320,14200383.16,4318536.672,1,51.48527005
충청남도,서천군,장항읍,44770250,14103168.72,4303535.709,1,42.84257548
충청남도,홍성군,홍성읍,44800250,14100330.52,4381929.406,2,29.07771039
전라북도,전주시 완산구,서서학동,45111126,14155161.97,4271402.763,1,44.64374403
전라북도,전주시 완산구,서신동,45111129,14151197.87,4277263.264,2,28.36815156
전라북도,전주시 덕진구,우아동2가,45113114,14156547.58,4277631.468,1,21.30871212
전라북도,군산시,경장동,45130135,14107859.18,4296409.619,1,37.3592535
전라북도,군산시,나운동,45130144,14103840.34,4295453.432,2,27.15081321
전라북도,익산시,마동,45140112,14133609.77,4292392.661,1,38.84810127
전라북도,익산시,영등동,45140122,14134490.57,4294819.458,1,31.72983671
전라북도,익산시,어양동,45140123,14136349.2,4294027.546,1,27.56331878
전라북도,익산시,금마면,45140400,14141524.23,4301377.087,1,34.31106322
전라북도,정읍시,장명동,45180102,14122071.42,4241214.445,1,48.23602484
전라북도,정읍시,상평동,45180108,14117162.14,4240325.942,1,45.14784946
전라북도,남원시,향교동,45190111,14180046.82,4220930.14,1,37.36938926
전라북도,김제시,공덕면,45210380,14127013.85,4284921.169,1,35.08114558
전라북도,완주군,운주면,45710380,14175229.43,4310353.708,1,23.80029918
전라북도,장수군,장계면,45740335,14206390.33,4263022.923,1,39.56145156
전라북도,고창군,고창읍,45790250,14104629.85,4222751.985,1,24.17637584
전라남도,목포시,해안동4가,46110145,14068565.95,4134235.595,1,42.4
전라남도,여수시,중앙동,46130107,14219784.7,4128392.776,1,44.82846715
전라남도,여수시,중흥동,46130144,14214096.29,4141166.777,1,30.65909091
전라남도,여수시,적량동,46130145,14216209.06,4142719.074,1,24.30379747
전라남도,담양군,대전면,46710410,14125075.45,4202626.025,1,25.48065764
전라남도,고흥군,고흥읍,46770250,14169670.09,4109692.591,2,43.81680961
전라남도,강진군,강진읍,46810250,14108693.7,4113775.67,1,36.00806994
전라남도,강진군,군동면,46810310,14117912.45,4115685.055,1,42.56338028
경상북도,포항시 북구,학산동,47113112,14401569.46,4308048.078,1,34.47982063
경상북도,경주시,동천동,47130126,14385626.84,4280354.026,1,27.62522077
경상북도,경주시,안강읍,47130253,14380128.71,4297359.227,1,33.25065232
경상북도,안동시,남선면,47170370,14329327.19,4370501.498,1,44.37352246
경상북도,구미시,원평동,47190101,14285912.49,4318198.433,1,35.6647482
경상북도,구미시,산동면,47190350,14299446.92,4325321.809,1,39.5
경상북도,영주시,부석면,47210390,14321878.84,4437753.511,1,38.93444276
경상북도,영천시,도동,47230111,14352236.77,4292458.298,1,34.95467422
경상북도,상주시,함창읍,47250250,14270902.73,4376520.889,1,40.65647652
경상북도,문경시,점촌동,47280101,14271106.97,4382872.095,1,38.75105042
경상북도,경산시,정평동,47290111,14329939.34,4278000.85,1,24.55583756
경상북도,의성군,금성면,47730370,14325145.61,4336422.822,1,46.13596138
경상북도,청도군,청도읍,47820253,14333114.28,4249530.987,1,45.9301986
경상북도,고령군,대가야읍,47830253,14276826.92,4264109.796,1,41.07666565
경상북도,칠곡군,왜관읍,47850250,14294629.44,4295072.845,1,30.71428571
경상북도,예천군,효자면,47900420,14295976.24,4409825.836,1,32.43330349
경상북도,울진군,울진읍,47930250,14398614.24,4440583.655,1,38.66382253
경상북도,울진군,근남면,47930330,14400333.26,4432286.525,1,41.11526856
경상남도,창원시 의창구,도계동,48121105,14319897.74,4199232.045,1,27.94758735
경상남도,창원시 의창구,동읍,48121250,14326313.64,4202133.302,1,38.48273844
경상남도,창원시 마산회원구,양덕동,48127105,14314020.93,4195153.098,1,40.59838403
경상남도,창원시 진해구,석동,48129140,14326985.7,4185732.649,1,23.15551694
경상남도,창원시 진해구,용원동,48129164,14338593.12,4175271.841,1,19.22847949
경상남도,진주시,봉곡동,48170113,14257149.35,4190327.65,1,35.65667011
경상남도,김해시,대동면,48250370,14356586.93,4198987.644,1,23.91184701
경상남도,밀양시,내이동,48270102,14330683.8,4232928.662,1,33.82185491
경상남도,거제시,사등면,48310360,14307874.71,4150906.754,1,34.03786369
경상남도,양산시,하북면,48330340,14369648.64,4226863.67,1,32.85546692
경상남도,고성군,고성읍,48820250,14283908.55,4161157.382,1,39.00890037
경상남도,남해군,창선면,48840390,14255100.93,4141823.654,1,44.56440217
제주특별자치도,제주시,오라삼동,50110121,14082476.5,3961128.422,1,27.1557971
제주특별자치도,제주시,연동,50110137,14081139.43,3956298.001,3,30.93086817
제주특별자치도,제주시,한경면,50110310,14047900.18,3939286.492,1,40.94301023
제주특별자치도,제주시,추자면,50110320,14061099.96,4021919.948,1,42.99876391
제주특별자치도,서귀포시,서귀동,50130101,14088462.5,3928400.009,1,43.22338403
제주특별자치도,서귀포시,법환동,50130102,14083299.34,3927575.082,2,40.04825291
제주특별자치도,서귀포시,성산읍,50130259,14122654.56,3950980.709,1,36.24769636
제주특별자치도,서귀포시,표선면,50130320,14109901.52,3946017.6,2,34.29996104
